"Index","Room","Ren","DT","TM","S1_L","S2_L","S3_L","S1_T","S2_T","S3_T","FN"
3196,"311","Old",2,10,1,1,1,20.926,26.182,19.334,1111
3197,"311","Old",13,23,0,0,1,23.366,22.814,23.746,1167
3198,"111","New",58,13,1,1,1,20.483,21.134,24.036,1141
3199,"311","Old",4,20,0,0,1,26.916,23.137,22.636,1050
3200,"311","Old",44,8,1,1,1,24.184,24.592,20.842,1100
3201,"211","New",59,16,0,0,1,23.934,22.167,20.85,1113
3202,"211","New",30,14,1,1,1,21.49,23.533,24.773,1108
3203,"311","Old",5,15,1,1,1,21.044,21.193,19.865,1086
3204,"311","Old",13,21,0,0,1,18.165,21.094,23.477,1070
3205,"211","New",56,19,1,1,1,22.21,21.148,27.69,1129
3206,"111","New",32,15,1,1,1,19.876,20.323,23.306,1109
3207,"111","New",13,13,1,1,1,21.68,23.625,26.241,1085
3208,"111","New",33,24,0,0,1,21.589,21.147,24.612,1138
3209,"211","New",58,12,0,0,1,24.09,22.938,23.252,1113
3210,"111","New",57,1,0,0,1,24.157,22.515,24.952,1102
3211,"111","New",41,4,0,0,1,22.319,24.749,23.974,1142
3212,"111","New",48,5,1,1,1,22.11,22.829,26.106,1107
3213,"311","Old",53,3,0,0,1,22.11,23.578,20.633,1114
3214,"111","New",37,23,1,1,1,18.439,24.831,18.965,1087
3215,"311","Old",59,1,1,1,1,22.112,19.993,23.448,1094
3216,"111","New",13,24,1,1,1,21.034,24.435,21.3,1134
3217,"311","Old",8,3,1,1,1,20.561,18.87,21.753,1075
3218,"211","New",55,8,0,0,1,23.556,21.834,24.677,1065
3219,"311","Old",19,15,1,1,1,21.243,23.831,22.632,1074
3220,"111","New",37,16,1,1,1,21.376,21.241,18.433,1112
3221,"311","Old",27,2,0,0,1,27.611,23.187,22.865,1133
3222,"211","New",8,20,0,0,1,22.52,22.987,21.341,1125
3223,"211","New",45,3,1,1,1,21.761,25.48,24.99,1092
3224,"311","Old",55,4,1,1,1,23.834,22.99,23.926,1100
3225,"311","Old",47,7,0,0,1,22.585,23.776,23.748,1093
3226,"211","New",42,19,0,0,1,24.499,20.173,22.636,1063
3227,"111","New",38,11,1,1,1,22.8,21.46,22.497,1134
3228,"211","New",45,18,1,1,1,24.786,22.745,25.238,1069
3229,"111","New",16,14,0,0,1,17.643,22.542,19.998,1090
3230,"111","New",11,21,1,1,1,21.18,22.407,21.944,1166
3231,"311","Old",40,8,0,0,1,21.565,24.007,22.902,1068
3232,"311","Old",55,2,1,1,1,23.64,22.728,24.589,1096
3233,"111","New",1,21,0,0,1,22.577,21.986,21.681,1079
3234,"111","New",60,1,0,0,1,23.061,21.515,24.128,1099
3235,"211","New",9,14,0,0,1,20.002,23.697,21.452,1063
3236,"311","Old",28,8,0,0,1,25.105,22.21,25.285,1163
3237,"211","New",19,3,1,1,1,24.113,23.826,20.427,1078
3238,"311","Old",24,3,1,1,1,24.236,23.128,23.24,1070
3239,"211","New",7,3,0,0,1,22.657,23.847,25.161,1063
3240,"211","New",3,24,0,0,1,25.579,26.262,22.954,1148
3241,"211","New",15,5,1,1,1,26.165,23.431,20.962,1061
3242,"311","Old",56,10,1,1,1,21.475,24.49,23.92,1106
3243,"311","Old",23,2,0,0,1,23.421,25.756,20.941,1134
3244,"311","Old",11,19,1,1,1,24.108,25.539,21.496,1088
3245,"311","Old",48,2,1,1,1,21.976,25.91,26.953,1085
3246,"311","Old",54,11,0,0,1,22.931,22.081,23.587,1044
3247,"111","New",54,19,0,0,1,24.089,22.946,21.658,1056
3248,"311","Old",24,5,0,0,1,20.266,20.451,23.117,1073
3249,"111","New",29,13,0,0,1,21.125,24.963,20.524,1069
3250,"311","Old",44,12,0,0,1,24.626,20.715,20.239,1103
3251,"111","New",3,10,0,0,1,23.026,19.044,19.106,1136
3252,"211","New",47,22,1,1,1,24.693,22.154,19.025,1104
3253,"111","New",1,23,0,0,1,20.728,22.252,20.914,1103
3254,"311","Old",21,15,1,1,1,21.429,22.428,21.794,1095
3255,"311","Old",48,23,0,0,1,23.935,24.498,22.857,1055
3256,"211","New",7,13,1,1,1,21.315,25.539,19.809,1082
3257,"211","New",10,17,1,1,1,20.795,20.176,19.479,1100
3258,"311","Old",30,12,0,0,1,25.144,24.229,25.689,1111
3259,"111","New",26,11,0,0,1,18.62,21.398,22.57,1092
3260,"111","New",23,13,1,1,1,21.876,22.289,23.823,1102
3261,"211","New",26,12,1,1,1,18.208,24.163,24.364,1084
3262,"211","New",17,14,0,0,1,22.159,24.543,23.732,1095
3263,"111","New",5,3,1,1,1,20.624,25.575,26.79,1031
3264,"211","New",24,3,0,0,1,27.562,22.625,20.908,1086
3265,"211","New",32,9,0,0,1,23.404,19.75,25.373,1121
3266,"311","Old",41,11,0,0,1,24.025,24.131,24.307,1109
3267,"111","New",13,1,0,0,1,25.02,25.451,25.781,1110
3268,"211","New",52,10,1,1,1,21.529,22.577,21.95,1128
3269,"211","New",13,10,1,1,1,24.834,20.541,22.342,1042
3270,"111","New",32,21,0,0,1,27.12,16.832,24.306,1061
3271,"111","New",51,3,0,0,1,24.826,22.891,23.489,1111
3272,"111","New",20,3,1,1,1,22.702,19.303,21.318,1117
3273,"111","New",43,7,0,0,1,22.866,20.203,21.953,1118
3274,"311","Old",43,18,0,0,1,25.166,24.155,21.866,1070
3275,"311","Old",10,5,1,1,1,26.221,23.423,24.649,1126
3276,"111","New",22,4,0,0,1,22.021,23.499,21.781,1059
3277,"311","Old",50,22,0,0,1,26.43,24.201,21.189,1101
3278,"211","New",18,19,1,1,1,25.159,20.551,19.587,1084
3279,"111","New",55,16,1,1,1,24.9,22.023,25.022,1069
3280,"211","New",54,16,0,0,1,24.138,21.963,23.818,1103
3281,"311","Old",56,14,1,1,1,22.884,21.615,22.452,1111
3282,"311","Old",49,2,0,0,1,21.661,23.931,25.176,1093
3283,"111","New",46,4,0,0,1,20.34,24.596,23.585,1119
3284,"211","New",8,19,1,1,1,23.819,23.3,25.713,1061
3285,"211","New",34,13,0,0,1,23.817,23.76,24.492,1081
3286,"111","New",18,16,1,1,1,21.606,18.323,23.278,1043
3287,"311","Old",39,15,0,0,1,24.349,22.141,24.99,1099
3288,"111","New",15,3,0,0,1,18.829,19.313,23.476,1112
3289,"311","Old",11,13,0,0,1,21.885,23.438,21.011,1116
3290,"311","Old",23,15,1,1,1,22.504,21.865,22.749,1061
3291,"311","Old",5,13,1,1,1,24.063,23.249,26.756,1065
3292,"111","New",49,3,1,1,1,24.573,21.367,25.994,1023
3293,"111","New",7,13,1,1,1,19.797,20.686,23.608,1095
3294,"111","New",43,22,0,0,1,20.385,20.039,24.694,1084
3295,"311","Old",11,24,1,1,1,22.824,23.906,22.097,1070
3296,"311","Old",18,14,0,0,1,22.347,22.607,24.015,1040
3297,"211","New",42,11,0,0,1,21.82,24.743,22.33,1084
3298,"211","New",19,5,0,0,1,23.514,24.354,20.219,1133
3299,"111","New",34,24,1,1,1,21.564,20.405,22.846,1092
3300,"111","New",53,22,0,0,1,18.822,19.73,22.491,1094
3301,"111","New",30,19,0,0,1,20.744,19.464,21.37,1177
3302,"211","New",29,9,0,0,1,23.298,24.026,17.03,1086
3303,"111","New",5,21,1,1,1,26.493,21.296,21.351,1131
3304,"311","Old",21,10,0,0,1,19.608,26.093,23.09,1104
3305,"211","New",35,9,0,0,1,19.45,23.547,24.02,1092
3306,"311","Old",46,15,1,1,1,23.416,24.67,21.707,1135
3307,"311","Old",18,19,0,0,1,27.612,24.454,22.401,1064
3308,"311","Old",8,12,1,1,1,21.688,21.978,21.171,1137
3309,"111","New",28,21,0,0,1,24.385,19.908,20.403,1074
3310,"311","Old",49,5,0,0,1,20.81,21.224,23.042,1111
3311,"311","Old",19,8,1,1,1,21.908,21.746,23.14,1120
3312,"211","New",39,9,0,0,1,20.64,25.542,23.649,1131
3313,"111","New",52,13,1,1,1,23.423,20.37,24.185,1095
3314,"111","New",1,22,0,0,1,18.824,21.795,21.502,1143
3315,"211","New",59,4,0,0,1,22.159,25.352,25.555,1100
3316,"211","New",28,2,1,1,1,22.152,21.24,25.514,1081
3317,"211","New",51,15,1,1,1,20.802,27.163,21.055,1098
3318,"311","Old",22,6,0,0,1,23.189,25.613,23.922,1076
3319,"111","New",37,18,0,0,1,20.821,19.186,21.321,1041
3320,"311","Old",30,13,0,0,1,25.138,26.358,22.516,1099
3321,"311","Old",6,22,0,0,1,19.02,22.681,24.394,1157
3322,"211","New",52,6,0,0,1,25.166,23.122,21.204,1074
3323,"311","Old",31,19,1,1,1,22.993,21.075,24.04,1130
3324,"111","New",22,14,0,0,1,24.545,23.521,22.806,1077
3325,"311","Old",57,9,1,1,1,27.586,22.887,21.852,1092
3326,"311","Old",50,4,0,0,1,25.08,24.802,25.333,1107
3327,"211","New",30,15,1,1,1,22.077,22.737,23.433,1152
3328,"311","Old",16,9,1,1,1,22.613,22.126,22.092,1104
3329,"311","Old",48,15,0,0,1,21.504,25.719,24.19,1141
3330,"311","Old",27,6,1,1,1,22.601,20.38,20.14,1127
3331,"311","Old",19,23,0,0,1,20.852,19.637,22.466,1104
3332,"211","New",14,15,0,0,1,20.437,22.769,19.014,1157
3333,"211","New",47,20,0,0,1,19.148,25.907,23.138,1090
3334,"111","New",3,17,1,1,1,21.096,21.164,24.261,1143
3335,"211","New",34,8,0,0,1,20.996,17.713,25.815,1100
3336,"111","New",12,8,1,1,1,19.641,22.484,22.636,1072
3337,"211","New",15,4,0,0,1,18.637,24.038,22.743,1127
3338,"211","New",26,14,1,1,1,27.246,24.011,23.155,1141
3339,"311","Old",14,19,1,1,1,22.196,20.975,25.522,1109
3340,"111","New",20,4,0,0,1,18.689,23.115,26.65,1143
3341,"111","New",2,23,1,1,1,24.204,21.055,22.051,1126
3342,"211","New",2,19,1,1,1,23.164,23.221,20.61,1114
3343,"211","New",51,24,0,0,1,21.623,22.796,20.582,1107
3344,"311","Old",41,20,1,1,1,21.767,21.957,24.48,1127
3345,"111","New",35,15,1,1,1,22.334,22.661,23.786,1107
3346,"311","Old",47,10,0,0,1,23.805,24.779,24.135,1084
3347,"211","New",59,17,1,1,1,20.918,25.274,23.461,1125
3348,"111","New",2,20,1,1,1,23.257,20.617,23.157,1086
3349,"111","New",12,15,0,0,1,17.899,21.702,29.014,1058
3350,"211","New",55,22,0,0,1,21.382,21.047,23.129,1066
3351,"211","New",52,7,1,1,1,22.223,26.522,23.457,1093
3352,"211","New",4,1,1,1,1,21.849,20.919,25.393,1138
3353,"211","New",36,4,0,0,1,23.298,30.345,22.28,1142
3354,"211","New",4,22,0,0,1,22.043,23.324,26.932,1101
3355,"311","Old",19,14,0,0,1,21.536,23.814,19.291,1089
3356,"211","New",17,10,0,0,1,24.318,22.141,24.711,1089
3357,"111","New",8,24,1,1,1,17.865,22.991,24.387,1109
3358,"211","New",6,5,1,1,1,27.765,23.464,22.697,1094
3359,"211","New",37,8,1,1,1,28.444,26.241,21.097,1155
3360,"311","Old",31,6,0,0,1,23.259,21.603,26.807,1061
3361,"211","New",25,4,0,0,1,24.037,19.396,23.897,1144
3362,"211","New",21,16,1,1,1,23.98,25.111,20.763,1135
3363,"211","New",51,8,0,0,1,23.692,23.177,21.441,1123
3364,"211","New",17,1,1,1,1,24.036,22.687,23.317,1039
3365,"311","Old",26,10,0,0,1,21.394,21.985,21.615,1115
3366,"211","New",35,23,1,1,1,25.462,26.056,22.256,1047
3367,"311","Old",58,19,0,0,1,22.983,23.202,22.289,1095
3368,"211","New",23,13,0,0,1,20.593,21.527,24.976,1173
3369,"111","New",30,14,1,1,1,20.697,19.465,28.114,1069
3370,"311","Old",28,4,0,0,1,25.066,21.889,26.713,1028
3371,"211","New",54,18,1,1,1,21.33,23.095,20.856,1046
3372,"211","New",44,8,1,1,1,22.473,24.419,24.661,1052
3373,"111","New",35,14,1,1,1,19.103,22.004,19.632,1152
3374,"311","Old",1,9,1,1,1,21.68,23.803,21.987,1093
3375,"111","New",47,14,1,1,1,21.324,21.768,24.75,1111
3376,"111","New",36,12,1,1,1,22.832,20.016,25.1,1179
3377,"211","New",17,22,1,1,1,21.851,25.643,23.575,1070
3378,"211","New",19,18,1,1,1,27.057,18.584,20.055,1098
3379,"311","Old",29,11,0,0,1,25.646,23.043,24.707,1141
3380,"311","Old",55,12,1,1,1,24.373,22.406,22.829,1174
3381,"111","New",16,10,0,0,1,22.237,20.756,22.386,1122
3382,"211","New",21,4,1,1,1,22.1,21.185,23.964,1110
3383,"111","New",38,17,0,0,1,22.976,20.583,22.013,1141
3384,"111","New",37,11,0,0,1,23.087,20.853,21.768,1054
3385,"311","Old",3,6,0,0,1,23.159,23.498,21.661,1152
3386,"311","Old",55,3,1,1,1,22.165,25.553,23.195,1083
3387,"111","New",45,10,1,1,1,18.654,20.453,20.455,1106
3388,"111","New",32,18,0,0,1,23.381,21.793,21.437,1092
3389,"111","New",10,14,0,0,1,17.531,19.359,26.298,1128
3390,"311","Old",58,5,1,1,1,23.585,22.71,17.75,1154
3391,"311","Old",52,21,1,1,1,24.284,21.28,20.509,1151
3392,"311","Old",32,4,0,0,1,24.161,21.6,27.118,1111
3393,"111","New",16,13,0,0,1,21.357,22.987,23.695,1056
3394,"111","New",56,21,1,1,1,16.972,22.221,24.525,1136
3395,"111","New",49,23,1,1,1,22.18,23.06,23.37,1082
3396,"111","New",41,16,0,0,1,20.184,21.022,24.159,1111
3397,"211","New",56,24,1,1,1,20.783,23.012,22.711,1060
3398,"111","New",34,20,0,0,1,20.28,21.803,24.148,1069
3399,"111","New",54,1,1,1,1,18.776,19.221,21.529,1106
3400,"311","Old",53,20,0,0,1,25.461,24.334,20.678,1106
3401,"311","Old",14,15,0,0,1,21.391,26.421,23.492,1121
3402,"311","Old",44,2,0,0,1,22.593,27.082,24.322,1092
3403,"111","New",16,20,0,0,1,19.138,23.78,23.065,1072
3404,"111","New",57,11,1,1,1,23.295,21.359,25.842,1087
3405,"111","New",26,13,0,0,1,19.408,21.271,24.123,1104
3406,"211","New",12,12,1,1,1,22.615,21.879,22.763,1078
3407,"311","Old",39,2,0,0,1,23.377,20.347,20.6,1159
3408,"311","Old",36,11,1,1,1,21.627,23.053,25.679,1072
3409,"111","New",23,12,0,0,1,25.093,24.054,20.915,1122
3410,"311","Old",22,5,0,0,1,23.562,22.444,20.361,1072
3411,"111","New",41,18,0,0,1,22.263,16.094,19.969,1143
3412,"111","New",41,19,1,1,1,23.212,21.803,23.067,1072
3413,"211","New",32,4,1,1,1,23.428,22.374,23.17,1056
3414,"211","New",26,24,0,0,1,21.017,24.676,23.713,1123
3415,"311","Old",5,14,1,1,1,25.315,19.512,23.855,1145
3416,"311","Old",42,24,0,0,1,25.136,22.224,24.214,1134
3417,"111","New",2,24,0,0,1,25.417,20.269,21.513,1125
3418,"211","New",1,18,0,0,1,22.223,24.898,22.442,1105
3419,"211","New",45,5,0,0,1,23.794,25.759,24.242,1084
3420,"111","New",47,22,1,1,1,24.751,19.449,20.873,1118
3421,"211","New",14,17,0,0,1,22.205,21.758,23.47,1166
3422,"211","New",46,20,0,0,1,26.031,22.365,23.271,1188
3423,"311","Old",1,3,0,0,1,23.321,23.002,23.74,1059
3424,"311","Old",32,19,0,0,1,22.598,27.099,24.855,1073
3425,"111","New",49,9,0,0,1,21.772,20.413,22.232,1092
3426,"211","New",40,9,0,0,1,21.32,23.333,21.743,1099
3427,"211","New",15,23,0,0,1,22.313,24.267,21.415,1036
3428,"211","New",56,13,1,1,1,22.156,22.451,24.008,1139
3429,"211","New",47,17,1,1,1,23.238,20.837,26.308,1081
3430,"211","New",52,11,1,1,1,20.147,26.372,21.364,1086
3431,"311","Old",51,19,0,0,1,18.138,25.928,22.427,1165
3432,"211","New",9,2,0,0,1,21.093,23.87,23.85,1086
3433,"311","Old",3,23,0,0,1,23.585,22.662,23.164,1100
3434,"111","New",42,20,1,1,1,22.883,22.058,23.617,1107
3435,"111","New",15,9,1,1,1,20.92,24.677,25.885,1085
3436,"111","New",24,14,0,0,1,17.718,20.262,26.281,1108
3437,"311","Old",16,16,0,0,1,24.542,19.451,20.879,1115
3438,"111","New",46,22,1,1,1,24.844,22.541,20.521,1050
3439,"311","Old",40,11,0,0,1,20.696,22.548,22.475,1090
3440,"211","New",51,20,1,1,1,20.789,24.758,22.734,1096
3441,"211","New",58,15,0,0,1,26.397,20.797,25.223,1090
3442,"311","Old",2,1,1,1,1,26.176,23.137,23.003,1129
3443,"211","New",22,19,1,1,1,25.388,19.734,19.044,1198
3444,"311","Old",39,7,1,1,1,25.419,21.663,26.498,1059
3445,"111","New",28,2,0,0,1,22.617,23.002,28.476,1155
3446,"111","New",35,23,0,0,1,20.184,22.699,23.284,1137
3447,"111","New",59,9,1,1,1,20.442,22.98,21.712,1103
3448,"111","New",21,7,1,1,1,23.361,24.959,24.201,1107
3449,"111","New",14,12,1,1,1,24.174,19.031,23.466,1108
3450,"311","Old",20,22,1,1,1,20.498,22.567,20.537,1074
3451,"311","Old",15,1,0,0,1,21.05,24.513,26.045,1102
3452,"211","New",1,5,1,1,1,23.291,18.009,22.121,1078
3453,"111","New",43,2,0,0,1,23.299,20.427,24.372,1098
3454,"211","New",24,19,1,1,1,21.6,23.851,27.224,1065
3455,"111","New",22,18,1,1,1,24.863,18.416,23.678,1106
3456,"211","New",35,18,1,1,1,22.737,20.136,22.918,1051
3457,"311","Old",24,23,1,1,1,25.964,21.132,27.608,1109
3458,"211","New",37,1,1,1,1,22.056,19.631,27.635,1093
3459,"111","New",58,15,1,1,1,24.795,22.471,24.238,1116
3460,"211","New",42,24,1,1,1,21.836,25.116,23.677,1136
3461,"311","Old",42,11,1,1,1,22.543,21.062,24.468,1096
3462,"311","Old",30,15,1,1,1,21.306,23.818,27.57,1085
3463,"311","Old",12,21,0,0,1,24.747,23.029,24.923,1061
3464,"311","Old",41,2,0,0,1,27.31,24.728,21.619,1074
3465,"211","New",23,20,1,1,1,22.177,25.8,26.889,1095
3466,"311","Old",13,14,1,1,1,18.575,23.511,26.645,1094
3467,"211","New",31,12,1,1,1,21.551,19.092,24.996,1179
3468,"311","Old",36,9,0,0,1,26.003,20.312,22.349,1137
3469,"111","New",42,1,0,0,1,19.493,23.952,23.735,1111
3470,"311","Old",19,24,1,1,1,21.649,23.019,26.639,1196
3471,"211","New",57,12,0,0,1,20.473,21.156,23,1152
3472,"311","Old",12,11,0,0,1,19.606,24.055,22.939,1136
3473,"211","New",33,15,0,0,1,19.844,21.548,22.358,1094
3474,"311","Old",32,2,1,1,1,21.813,23.956,21.966,1088
3475,"311","Old",30,5,1,1,1,22.392,21.027,23.312,1181
3476,"111","New",54,4,1,1,1,25.132,19.883,22.658,1105
3477,"111","New",45,7,1,1,1,20.405,24.705,23.968,1093
3478,"311","Old",36,10,1,1,1,22.703,21.683,21.745,1125
3479,"211","New",26,10,0,0,1,24.247,22.894,23.976,1079
3480,"211","New",10,3,1,1,1,20.871,21.892,21.898,1129
3481,"211","New",56,6,1,1,1,18.813,20.235,21.447,1135
3482,"111","New",34,13,0,0,1,21.773,22.34,19.846,1158
3483,"311","Old",40,10,0,0,1,21.264,24.468,26.206,1063
3484,"211","New",29,1,0,0,1,21.294,19.102,21.136,1036
3485,"111","New",37,6,0,0,1,25.612,20.828,20.867,1107
3486,"211","New",25,16,0,0,1,24.895,22.835,21.114,1103
3487,"211","New",30,4,0,0,1,23.332,20.089,25.354,1131
3488,"311","Old",10,2,1,1,1,20.924,22.94,23.361,1079
3489,"211","New",43,3,1,1,1,21.286,23.456,21.861,1171
3490,"311","Old",51,21,1,1,1,22.591,20.983,27.773,1116
3491,"211","New",51,1,0,0,1,23.991,25.455,24.376,1078
3492,"111","New",59,11,0,0,1,22.013,19.916,25.108,1062
3493,"211","New",34,2,0,0,1,26.45,23.028,22.794,1048
3494,"311","Old",40,19,0,0,1,20.394,24.545,22.61,1125
3495,"211","New",12,15,1,1,1,22.238,25.681,23.027,1108
3496,"211","New",11,8,1,1,1,22.755,26.236,24.66,1077
3497,"111","New",31,22,0,0,1,22.491,21.32,20.181,1113
3498,"211","New",22,24,0,0,1,24.6,24.687,23.1,1114
3499,"311","Old",31,20,1,1,1,24.079,18.783,23.848,1117
3500,"311","Old",3,4,0,0,1,23.51,22.553,24.426,1114
3501,"311","Old",16,21,0,0,1,22.514,26.597,24.919,1074
3502,"111","New",22,3,1,1,1,20.704,18.363,21.367,1083
3503,"211","New",1,15,0,0,1,26.396,26.765,22.223,1120
3504,"211","New",15,8,0,0,1,21.736,22.901,20.225,1095
3505,"111","New",18,18,0,0,1,22.677,17.062,22.201,1071
3506,"111","New",46,2,1,1,1,23.885,22.69,21.412,1067
3507,"311","Old",35,22,0,0,1,22.371,22.74,22.093,1078
3508,"211","New",26,2,0,0,1,25.409,20.514,19.922,1158
3509,"111","New",20,11,1,1,1,19.703,23.719,24.864,1090
3510,"111","New",4,22,1,1,1,23.512,22.013,23.77,1051
3511,"111","New",10,9,1,1,1,20.988,21.717,24.153,1052
3512,"111","New",9,11,0,0,1,23.889,20.616,25.089,1095
3513,"211","New",28,21,1,1,1,23.042,24.746,23.912,1062
3514,"111","New",8,11,0,0,1,21.817,22.108,17.174,1047
3515,"311","Old",4,8,0,0,1,21.046,24.116,19.139,1105
3516,"311","Old",33,20,1,1,1,23.694,19.596,21.805,1110
3517,"111","New",60,7,1,1,1,25.169,21.228,22.896,1119
3518,"311","Old",57,17,1,1,1,22.603,24.771,26.388,1145
3519,"311","Old",52,15,1,1,1,25.195,21.416,22.017,1096
3520,"111","New",8,15,0,0,1,18.947,18.715,27.732,1121
3521,"311","Old",10,10,0,0,1,22.13,22.899,22.24,1084
3522,"111","New",27,11,1,1,1,20.071,21.297,23.043,1089
3523,"211","New",37,7,0,0,1,19.808,19.106,24.871,1133
3524,"111","New",21,4,0,0,1,22.571,21.498,21.16,1037
3525,"111","New",48,1,0,0,1,22.87,20.897,19.893,1138
3526,"211","New",20,14,1,1,1,23.18,22.725,20.199,1153
3527,"311","Old",16,24,1,1,1,21.918,21.131,23.29,1128
3528,"211","New",52,4,0,0,1,20.336,21.254,23.044,1108
3529,"211","New",49,9,0,0,1,21.845,21.011,23.081,1089
3530,"111","New",12,13,1,1,1,21.215,20.715,22.202,1142
3531,"111","New",28,12,0,0,1,21.124,20.168,22.806,1085
3532,"311","Old",10,12,1,1,1,25.561,23.893,21.508,1085
3533,"211","New",36,13,0,0,1,21.852,23.958,20.081,1093
3534,"311","Old",57,10,1,1,1,24.213,22.146,22.613,1092
3535,"111","New",54,2,0,0,1,23.797,23.123,25.238,1102
3536,"311","Old",19,6,0,0,1,20.858,21.221,20.139,1090
3537,"211","New",44,9,0,0,1,24.46,21.494,19.061,1060
3538,"211","New",13,9,0,0,1,23.731,25.158,23.731,1076
3539,"111","New",54,16,1,1,1,20.286,21.382,18.998,1141
3540,"211","New",16,20,1,1,1,22.674,23.403,22.607,1059
3541,"111","New",32,5,1,1,1,23.639,18.069,26.387,1051
3542,"211","New",21,22,0,0,1,24.509,23.123,22.415,1109
3543,"111","New",27,21,1,1,1,23.531,19.132,26.536,1094
3544,"211","New",47,1,1,1,1,23.882,22.685,21.494,1101
3545,"211","New",50,7,0,0,1,25.87,21.205,20.913,1157
3546,"211","New",60,14,0,0,1,22.539,18.854,22.938,1090
3547,"211","New",8,16,0,0,1,27.222,23.134,24.404,1097
3548,"111","New",44,18,0,0,1,22.48,19.498,25.231,1082
3549,"111","New",12,2,1,1,1,20.709,24.643,22.215,1170
3550,"111","New",9,20,0,0,1,21.408,19.181,21.096,1060
3551,"311","Old",33,23,0,0,1,21.19,21.72,23.22,1154
3552,"211","New",9,12,1,1,1,19.632,24.57,25.071,1128
3553,"211","New",50,19,0,0,1,22.243,22.858,22.042,1091
3554,"111","New",28,4,0,0,1,25.604,21.702,21.577,1116
3555,"211","New",36,6,1,1,1,25.062,18.524,20.411,1136
3556,"211","New",11,6,0,0,1,24.366,25.478,22.971,1100
3557,"211","New",29,19,0,0,1,26.05,26.615,22.324,1130
3558,"211","New",14,18,0,0,1,19.552,22.435,21.932,1047
3559,"111","New",15,8,1,1,1,20.791,17.15,22.314,1124
3560,"111","New",27,10,1,1,1,22.21,20.847,22.161,1177
3561,"311","Old",25,19,0,0,1,20.224,22.949,24.297,1082
3562,"211","New",23,17,0,0,1,25.658,19.577,23.857,1101
3563,"111","New",1,15,0,0,1,23.001,21.964,25.805,1117
3564,"111","New",7,3,0,0,1,21.738,23.871,22.165,1102
3565,"211","New",14,23,0,0,1,20.579,25.649,24.162,1107
3566,"211","New",38,10,1,1,1,26.382,20.346,19.272,1162
3567,"111","New",23,22,0,0,1,23.161,18.332,24.186,1116
3568,"211","New",59,8,0,0,1,22.245,20.652,20.664,1099
3569,"211","New",36,11,1,1,1,22.681,24.312,23.049,1118
3570,"211","New",30,5,1,1,1,22.662,22.214,26.955,1136
3571,"211","New",39,21,0,0,1,23.95,20.271,21.019,1118
3572,"111","New",50,1,0,0,1,20.821,24.229,21.988,1085
3573,"111","New",36,1,0,0,1,23.473,20.408,24.977,1046
3574,"311","Old",16,7,0,0,1,24.419,22.351,24.194,1127
3575,"311","Old",26,18,0,0,1,24.393,26.554,21.001,1149
3576,"311","Old",58,22,1,1,1,27.046,23.138,21.209,1153
3577,"311","Old",23,9,1,1,1,22.036,25.274,20.794,1077
3578,"211","New",3,2,1,1,1,23.096,26.442,24.921,1101
3579,"211","New",49,22,1,1,1,23.223,25.291,25.1,1081
3580,"111","New",27,8,1,1,1,17.185,21.49,23.302,1100
3581,"211","New",18,3,0,0,1,22.757,20.025,20.161,1114
3582,"211","New",3,18,0,0,1,19.921,21.901,24.611,1100
3583,"211","New",13,17,1,1,1,20.073,24.186,25.295,1074
3584,"311","Old",35,17,1,1,1,22.912,23.406,21.848,1125
3585,"111","New",37,17,0,0,1,23.667,21.967,24.1,1120
3586,"311","Old",7,6,0,0,1,23.789,20.786,24.98,1075
3587,"111","New",30,6,1,1,1,22.549,24.706,20.662,1136
3588,"111","New",30,5,0,0,1,21.292,24,21.656,1141
3589,"311","Old",50,14,0,0,1,21.193,24.095,21.618,1118
3590,"311","Old",39,16,0,0,1,18.025,21.9,24.807,1159
3591,"311","Old",46,1,0,0,1,21.139,20.502,19.311,1107
3592,"211","New",55,10,0,0,1,23.708,19.996,28.137,1093
3593,"311","Old",54,17,1,1,1,21.402,22.717,21.87,1053
3594,"311","Old",49,17,1,1,1,22.58,26.162,20.915,1147
3595,"111","New",35,17,1,1,1,22.218,21.072,22.099,1065
3596,"211","New",53,19,0,0,1,23.703,24.914,24.616,1059
3597,"311","Old",48,17,0,0,1,23.021,22.744,22.86,1051
3598,"311","Old",50,7,1,1,1,22.943,23.005,21.686,1119
3599,"111","New",59,24,1,1,1,22.409,19.152,21.421,1134
3600,"211","New",44,22,0,0,1,24.646,23.42,22.729,1098
3601,"211","New",27,22,0,0,1,20.625,24.883,22.859,1113
3602,"111","New",51,4,0,0,1,22.976,19.456,22.048,1092
3603,"111","New",13,19,0,0,1,22.131,19.444,23.292,1068
3604,"211","New",58,5,1,1,1,23.319,19.437,24.05,1157
3605,"111","New",16,22,1,1,1,20.44,17.624,25.68,1166
3606,"211","New",54,20,0,0,1,19.662,23.143,19.977,1156
3607,"311","Old",24,16,1,1,1,24.968,22.078,16.337,1099
3608,"111","New",10,21,0,0,1,21.544,23.124,18.433,1115
3609,"111","New",37,5,1,1,1,22.863,20.575,21.608,1093
3610,"111","New",20,8,0,0,1,20.025,19.966,21.461,1013
3611,"111","New",46,8,1,1,1,21.586,21.702,25.527,1162
3612,"211","New",15,21,0,0,1,24.155,24.807,21.576,1124
3613,"211","New",38,2,0,0,1,24.013,23.563,24.565,1064
